"C","N","Z","A","SYM","ORIG","Excess","unc1","BEA","unc2","btype","benergy","bunc","mass","munc","halflife","spin-parity","Qbeta","Qposi","Qec","Qalpha"
"0",137,85,222,"At ","   x",20800.0,300.0,7678.0,1.0,"B-",4430.0,300.0,222.02233,320.0,"54 s","",4.426399999999999,0.0,0.0,5.0350839999999994
" ",136,86,222,"Rn ","    ",16373.6,2.4,7694.491,0.011,"B-",24.0,21.0,222.01757769999998,2.5,"3.8235 d","0+",0.024600000000000365,-5.4483999999999995,-4.426399999999999,5.590384000000001
" ",135,87,222,"Fr ","    ",16349.0,21.0,7691.08,0.1,"B-",2028.0,22.0,222.017552,23.0,"14.2 m","2-",2.028,-1.0466000000000004,-0.024600000000000365,5.8250839999999995
" ",134,88,222,"Ra ","    ",14321.0,5.0,7696.687,0.021,"  ","*","*",222.015375,5.0,"36.17 s","0+",-2.3,-3.05,-2.028,6.678584
" ",133,89,222,"Ac ","  -a",16621.0,5.0,7682.802,0.023,"B+",2300.0,7.0,222.017844,6.0,"5.0 s","1-",-0.582,1.278,2.3,7.137084
" ",132,90,222,"Th ","  -a",17203.0,12.0,7676.66,0.06,"B+",582.0,13.0,222.018468,13.0,"2.237 ms","0+",-4.917,-0.44,0.582,8.127084
" ",131,91,222,"Pa ","  -a",22120.0,70.0,7651.0,0.0,"B+",4910.0,70.0,222.02374,80.0,"2.9 ms","",-2.18,3.895,4.917,8.855084
" ",130,92,222,"U  ","  -a",24300.0,100.0,7638.0,0.0,"B+",2180.0,120.0,222.02609,110.0,"1.0 us","0+",0.0,1.158,2.18,9.501083999999999
"0",138,85,223,"At ","   x",23460.0,400.0,7668.0,2.0,"B-",3170.0,500.0,223.02519,430.0,"50 s","",3.16,0.0,0.0,0.0
" ",137,86,223,"Rn ","   x",20300.0,300.0,7679.0,1.0,"B-",1910.0,300.0,223.02179,320.0,"24.3 m","7/2",1.9162000000000008,-4.182,-3.16,5.0750839999999995
" ",136,87,223,"Fr ","  +a",18383.8,2.4,7683.658,0.011,"B-",1149.2,0.8,223.0197359,2.6,"22.00 m","3/2(-)",1.1490999999999985,-2.9382000000000006,-1.9162000000000008,5.561883999999999
" ",135,88,223,"Ra ","    ",17234.7,2.5,7685.303,0.011,"  ","*","*",223.0185022,2.7,"11.435 d","3/2+",-0.5912999999999993,-2.1710999999999987,-1.1490999999999985,5.978984000000001
" ",134,89,223,"Ac ","  -a",17826.0,7.0,7679.14,0.03,"B+",592.0,7.0,223.019137,8.0,"2.10 m","(5/2-)",-1.56,-0.43070000000000075,0.5912999999999993,6.783084
" ",133,90,223,"Th ","  -a",19386.0,9.0,7668.64,0.04,"B+",1559.0,12.0,223.020811,10.0,"0.60 s","(5/2)+",-2.934,0.538,1.56,7.5670839999999995
" ",132,91,223,"Pa ","  -a",22320.0,70.0,7652.0,0.3,"B+",2930.0,70.0,223.02396,80.0,"5.1 ms","",-3.52,1.912,2.934,8.325083999999999
" ",131,92,223,"U  ","  -a",25840.0,70.0,7632.7,0.3,"B+",3520.0,100.0,223.02774,80.0,"18 us","",0.0,2.498,3.52,8.945084
"0",138,86,224,"Rn ","   x",22440.0,300.0,7671.0,1.0,"B-",780.0,300.0,224.02409,320.0,"107 m","0+",0.78,0.0,0.0,4.545084
" ",137,87,224,"Fr ","   +",21660.0,50.0,7670.78,0.22,"B-",2830.0,50.0,224.02325,50.0,"3.33 m","1-",2.8327999999999993,-1.802,-0.78,4.885084
" ",136,88,224,"Ra ","    ",18827.2,2.2,7679.917,0.01,"B-",-1408.0,4.0,224.0202118,2.4,"3.66 d","0+",-1.4077999999999993,-3.854799999999999,-2.8327999999999993,5.788884000000001
" ",135,89,224,"Ac ","  -a",20235.0,4.0,7670.14,0.019,"B-",238.0,12.0,224.021723,4.0,"2.78 h","0-",0.239,0.38579999999999925,1.4077999999999993,6.327084
" ",134,90,224,"Th ","  -a",19996.0,11.0,7667.71,0.05,"  ","*","*",224.021467,12.0,"1.05 s","0+",-3.874,-1.261,-0.239,7.298084
" ",133,91,224,"Pa ","  -a",23870.0,16.0,7646.93,0.07,"B+",3874.0,19.0,224.025626,17.0,"0.79 s","(5-)",-1.844,2.852,3.874,7.693084
" ",132,92,224,"U  ","  -a",25714.0,25.0,7635.2,0.11,"B+",1843.0,30.0,224.027605,27.0,"0.7 ms","0+",0.0,0.822,1.844,8.620083999999999
"0",139,86,225,"Rn ","   x",26490.0,300.0,7655.0,1.0,"B-",2680.0,300.0,225.02844,320.0,"4.66 m","7/2-",2.68,0.0,0.0,0.0
" ",138,87,225,"Fr ","   +",23810.0,30.0,7662.97,0.13,"B-",1820.0,30.0,225.02557,30.0,"4.0 m","3/2-",1.816,-3.702,-2.68,4.5750839999999995
" ",137,88,225,"Ra ","    ",21994.0,3.0,7667.581,0.013,"B-",356.0,5.0,225.023612,3.0,"14.9 d","1/2+",0.356,-2.838,-1.816,5.097084
" ",136,89,225,"Ac ","    ",21638.0,5.0,7665.686,0.021,"  ","*","*",225.02323,5.0,"10.0 d","(3/2-)",-0.672,-1.378,-0.356,5.935084
" ",135,90,225,"Th ","  -a",22310.0,5.0,7659.222,0.023,"B+",672.0,7.0,225.023951,5.0,"8.72 m","3/2+",-2.03,-0.35,0.672,6.921084
" ",134,91,225,"Pa ","  -a",24340.0,70.0,7646.7,0.3,"B+",2030.0,70.0,225.02613,80.0,"1.7 s","",-3.037,1.008,2.03,7.395084
" ",133,92,225,"U  ","  -a",27377.0,12.0,7629.75,0.05,"B+",3040.0,70.0,225.029391,12.0,"95 ms","",-4.213,2.015,3.037,8.014084
" ",132,93,225,"Np ","  -a",31590.0,70.0,7607.5,0.3,"B+",4210.0,70.0,225.03391,80.0,"2 us","(9/2-)",0.0,3.191,4.213,8.785084
"0",140,86,226,"Rn ","   x",28770.0,400.0,7646.0,2.0,"B-",1400.0,410.0,226.03089,430.0,"7.4 m","0+",1.4,0.0,0.0,0.0
" ",139,87,226,"Fr ","   +",27370.0,100.0,7649.0,0.4,"B-",3700.0,100.0,226.02939,110.0,"49 s","1-",3.7009000000000016,-2.422,-1.4,4.145084
" ",138,88,226,"Ra ","    ",23669.1,2.3,7661.956,0.01,"B-",-641.0,3.0,226.0254098,2.5,"1600 y","0+",-0.6409000000000015,-4.722900000000002,-3.7009000000000016,4.870583999999998
" ",137,89,226,"Ac ","    ",24310.0,3.0,7655.658,0.015,"B-",1113.0,5.0,226.026098,4.0,"29.37 h","(1)",1.113,-0.38109999999999855,0.6409000000000015,5.536084
" ",136,90,226,"Th ","    ",23197.0,5.0,7657.121,0.021,"  ","*","*",226.024903,5.0,"30.57 m","0+",-2.836,-2.135,-1.113,6.451084
" ",135,91,226,"Pa ","  -a",26033.0,11.0,7641.11,0.05,"B+",2836.0,12.0,226.027948,12.0,"1.8 m","",-1.296,1.814,2.836,6.987083999999999
" ",134,92,226,"U  ","  -a",27329.0,13.0,7631.92,0.06,"B+",1296.0,17.0,226.029339,14.0,"0.35 s","0+",-5.411,0.274,1.296,7.701084
" ",133,93,226,"Np ","  -a",32740.0,90.0,7605.0,0.0,"B+",5410.0,90.0,226.03515,100.0,"35 ms","",0.0,4.389,5.411,8.195084
"0",141,86,227,"Rn ","  +a",32980.0,420.0,7630.0,2.0,"B-",3330.0,440.0,227.03541,450.0,"20.8 s","5/2",3.33,0.0,0.0,0.0
" ",140,87,227,"Fr ","   +",29650.0,100.0,7640.8,0.4,"B-",2480.0,100.0,227.03184,110.0,"2.47 m","1/2+",2.471,-4.352,-3.33,3.765084
" ",139,88,227,"Ra ","  -n",27179.0,2.4,7648.297,0.01,"B-",1328.0,2.3,227.0291778,2.5,"42.2 m","3/2+",1.3280999999999985,-3.493,-2.471,4.454084
" ",138,89,227,"Ac ","    ",25850.9,2.4,7650.701,0.011,"B-",44.8,0.8,227.0277521,2.6,"21.772 y","3/2-",0.044700000000000725,-2.3500999999999985,-1.3280999999999985,5.042184000000002
" ",137,90,227,"Th ","    ",25806.2,2.5,7647.452,0.011,"  ","*","*",227.0277041,2.7,"18.68 d","(1/2+)",-1.0257999999999994,-1.0667000000000006,-0.044700000000000725,6.146584
" ",136,91,227,"Pa ","  -a",26832.0,7.0,7639.49,0.03,"B+",1026.0,7.0,227.028805,8.0,"38.3 m","(5/2-)",-2.19,0.0037999999999992723,1.0257999999999994,6.581084
" ",135,92,227,"U  ","  -a",29022.0,17.0,7626.39,0.07,"B+",2190.0,18.0,227.031156,18.0,"1.1 m","(3/2+)",-3.538,1.168,2.19,7.211084
" ",134,93,227,"Np ","  -a",32560.0,70.0,7607.4,0.3,"B+",3540.0,70.0,227.03496,80.0,"0.51 s","",0.0,2.516,3.538,7.815084
"0",142,86,228,"Rn ","  +a",35380.0,410.0,7621.0,2.0,"B-",2100.0,460.0,228.03799,440.0,"65 s","0+",2.1,0.0,0.0,0.0
" ",141,87,228,"Fr ","   +",33280.0,200.0,7627.0,1.0,"B-",4340.0,200.0,228.03573,220.0,"38 s","2-",4.3382000000000005,-3.122,-2.1,0.0
" ",140,88,228,"Ra ","  +a",28941.8,2.4,7642.421,0.011,"B-",45.8,0.7,228.0310703,2.6,"5.75 y","0+",0.04579999999999927,-5.360200000000001,-4.3382000000000005,4.076883999999999
" ",139,89,228,"Ac ","   -",28896.0,2.5,7639.191,0.011,"B-",2123.8,2.7,228.0310211,2.7,"6.15 h","3+",2.1237999999999992,-1.0677999999999992,-0.04579999999999927,4.811084
" ",138,90,228,"Th ","    ",26772.2,2.2,7645.074,0.01,"  ","*","*",228.0287411,2.4,"1.912 y","0+",-2.1517999999999993,-3.1457999999999995,-2.1237999999999992,5.520084
" ",137,91,228,"Pa ","  -a",28924.0,4.0,7632.204,0.019,"B+",2152.0,4.0,228.031051,5.0,"22 h","3+",-0.301,1.1297999999999992,2.1517999999999993,6.2640839999999995
" ",136,92,228,"U  ","  -a",29225.0,15.0,7627.45,0.07,"B+",301.0,16.0,228.031374,16.0,"9.1 m","0+",-4.475,-0.721,0.301,6.804084
" ",135,93,228,"Np ","   x",33700.0,200.0,7604.0,1.0,"B+",4480.0,200.0,228.03618,210.0,"61.4 s","",-2.39,3.453,4.475,7.4050839999999996
" ",134,94,228,"Pu ","  -a",36090.0,30.0,7590.49,0.14,"B+",2390.0,200.0,228.03874,30.0,"","",0.0,1.368,2.39,7.951084
"0",142,87,229,"Fr ","   x",35820.0,40.0,7617.69,0.16,"B-",3250.0,40.0,229.03845,40.0,"50 s","",3.257,0.0,0.0,0.0
" ",141,88,229,"Ra ","    ",32563.0,19.0,7628.48,0.08,"B-",1810.0,30.0,229.034958,20.0,"4.0 m","5/2(+)",1.813,-4.279,-3.257,3.648084
" ",140,89,229,"Ac ","    ",30750.0,30.0,7632.97,0.15,"B-",1170.0,30.0,229.03302,40.0,"62.7 m","(3/2+)",1.1635,-2.835,-1.813,4.515084
" ",139,90,229,"Th ","    ",29586.5,2.8,7634.646,0.012,"  ","*","*",229.031762,3.0,"7340 y","5/2+",-0.3115,-2.1855,-1.1635,5.167584
" ",138,91,229,"Pa ","    ",29898.0,2.7,7629.869,0.012,"B+",311.0,3.0,229.0320968,3.0,"1.50 d","(5/2+)",-1.313,-0.7105,0.3115,5.835084
" ",137,92,229,"U  ","  -a",31211.0,6.0,7620.721,0.026,"B+",1313.0,6.0,229.033506,6.0,"58 m","(3/2+)",-2.569,0.291,1.313,6.476084
" ",136,93,229,"Np ","  -a",33780.0,90.0,7606.1,0.4,"B+",2570.0,90.0,229.03626,90.0,"4.0 m","(5/2+)",-3.62,1.547,2.569,7.015084
" ",135,94,229,"Pu ","  -a",37400.0,50.0,7586.86,0.22,"B+",3620.0,100.0,229.04015,60.0,"2 us","(3/2+)",0.0,2.598,3.62,7.598084
"0",143,87,230,"Fr ","  +a",39600.0,450.0,7603.0,2.0,"B-",5080.0,450.0,230.04251,480.0,"19.1 s","",5.082,0.0,0.0,0.0
" ",142,88,230,"Ra ","   x",34518.0,12.0,7621.91,0.05,"B-",710.0,300.0,230.037056,13.0,"93 m","0+",0.708,-6.104,-5.082,3.3230839999999997
" ",141,89,230,"Ac ","   -",33810.0,300.0,7621.6,1.3,"B-",2940.0,300.0,230.03629,320.0,"122 s","(1+)",2.946,-1.73,-0.708,4.015084
" ",140,90,230,"Th ","    ",30864.0,1.8,7630.99,0.008,"B-",-1310.5,2.8,230.0331338,1.9,"7.538e+4 y","0+",-1.311,-3.968,-2.946,4.769984000000001
" ",139,91,230,"Pa ","    ",32175.0,3.0,7621.891,0.014,"B-",560.0,5.0,230.034541,4.0,"17.4 d","2-",0.56,0.289,1.311,5.440084
" ",138,92,230,"U  ","  -a",31615.0,5.0,7620.923,0.021,"  ","*","*",230.03394,5.0,"20.8 d","0+",-3.625,-1.582,-0.56,5.993084
" ",137,93,230,"Np ","  -a",35240.0,50.0,7601.78,0.22,"B+",3620.0,50.0,230.03783,60.0,"4.6 m","",-1.694,2.603,3.625,6.782084
" ",136,94,230,"Pu ","  -a",36934.0,15.0,7590.99,0.07,"B+",1700.0,50.0,230.03965,16.0,"","0+",0.0,0.672,1.694,7.180084
"0",144,87,231,"Fr ","  +a",42330.0,470.0,7593.0,2.0,"B-",3930.0,550.0,231.04544,500.0,"17.6 s","(1/2+)",3.93,0.0,0.0,0.0
" ",143,88,231,"Ra ","   x",38400.0,300.0,7607.0,1.0,"B-",2480.0,310.0,231.04122,320.0,"103 s","(7/2-,1/2+)",2.48,-4.952,-3.93,2.995084
" ",142,89,231,"Ac ","   +",35920.0,100.0,7614.4,0.4,"B-",2100.0,100.0,231.03856,110.0,"7.5 m","(1/2+)",2.102699999999997,-3.502,-2.48,3.845084
" ",141,90,231,"Th ","    ",33817.3,1.8,7620.112,0.008,"B-",391.6,1.5,231.0363043,1.9,"25.52 h","5/2+",0.39160000000000583,-3.124699999999997,-2.102699999999997,4.213384000000003
" ",140,91,231,"Pa ","    ",33425.7,2.3,7618.42,0.01,"  ","*","*",231.035884,2.4,"3.276e+4 y","3/2-",-0.3813000000000029,-1.4136000000000057,-0.39160000000000583,5.149883999999996
" ",139,92,231,"U  ","  -a",33807.0,3.0,7613.381,0.013,"B+",381.6,2.0,231.036294,3.0,"4.2 d","(5/2-)",-1.823,-0.640699999999997,0.3813000000000029,5.575883999999999
" ",138,93,231,"Np ","  -a",35630.0,50.0,7602.13,0.22,"B+",1820.0,50.0,231.03825,50.0,"48.8 m","(5/2)",-2.655,0.801,1.823,6.3730839999999995
" ",137,94,231,"Pu ","  -a",38285.0,26.0,7587.22,0.11,"B+",2660.0,60.0,231.041101,28.0,"8.6 m","(3/2+)",-4.155,1.633,2.655,6.838084
" ",136,95,231,"Am ","   x",42440.0,300.0,7566.0,1.0,"B+",4150.0,300.0,231.04556,320.0,"None","None",0.0,3.133,4.155,7.455084
"0",145,87,232,"Fr ","  +a",46360.0,640.0,7578.0,3.0,"B-",5710.0,700.0,232.04977,690.0,"5 s","",5.71,0.0,0.0,0.0
" ",144,88,232,"Ra ","  +a",40650.0,280.0,7599.0,1.0,"B-",1500.0,300.0,232.04364,300.0,"250 s","0+",1.5,-6.732,-5.71,2.845084
" ",143,89,232,"Ac ","   +",39150.0,100.0,7602.5,0.4,"B-",3700.0,100.0,232.04203,110.0,"119 s","(1+)",3.701699999999997,-2.522,-1.5,3.445084
" ",142,90,232,"Th ","    ",35448.3,2.0,7615.026,0.009,"B-",-500.0,8.0,232.03805530000002,2.1,"14.05e+9 y","0+",-0.4996999999999971,-4.723699999999997,-3.701699999999997,4.081584000000004
" ",141,91,232,"Pa ","   +",35948.0,8.0,7609.5,0.03,"B-",1337.0,7.0,232.038592,8.0,"1.31 d","(2-)",1.3373000000000028,-0.5223000000000029,0.4996999999999971,4.627084
" ",140,92,232,"U  ","  -a",34610.7,2.2,7611.892,0.01,"  ","*","*",232.0371562,2.4,"68.9 y","0+",-2.749300000000003,-2.359300000000003,-1.3373000000000028,5.413583999999997
" ",139,93,232,"Np ","   -",37360.0,100.0,7597.0,0.0,"B+",2750.0,100.0,232.04011,110.0,"14.7 m","(4+)",-1.006,1.727300000000003,2.749300000000003,6.011083999999999
" ",138,94,232,"Pu ","  -a",38366.0,18.0,7588.96,0.08,"B+",1010.0,100.0,232.041187,19.0,"34.1 m","0+",-5.034,-0.016,1.006,6.7160839999999995
" ",137,95,232,"Am ","   x",43400.0,300.0,7564.0,1.0,"B+",5030.0,300.0,232.04659,320.0,"79 s","",0.0,4.012,5.034,7.275084
"0",145,88,233,"Ra ","  +a",44770.0,470.0,7584.0,2.0,"B-",3270.0,560.0,233.04806,500.0,"30 s","",3.27,0.0,0.0,0.0
" ",144,89,233,"Ac ","   x",41500.0,300.0,7594.0,1.0,"B-",2770.0,300.0,233.04455,320.0,"145 s","(1/2+)",2.766800000000003,-4.292,-3.27,3.2550839999999996
" ",143,90,233,"Th ","    ",38733.2,2.0,7602.886,0.009,"B-",1243.1,1.4,233.04158180000002,2.1,"22.3 m","1/2+",1.2430999999999985,-3.788800000000003,-2.766800000000003,3.7452839999999967
" ",142,91,233,"Pa ","    ",37490.1,2.2,7604.864,0.009,"B-",570.1,2.0,233.0402473,2.3,"26.975 d","3/2-",0.5700999999999985,-2.2650999999999986,-1.2430999999999985,4.315183999999999
" ",141,92,233,"U  ","    ",36920.0,2.7,7603.953,0.012,"  ","*","*",233.0396352,2.9,"1.592e+5 y","5/2+",-1.03,-1.5920999999999985,-0.5700999999999985,4.908583999999999
" ",140,93,233,"Np ","  -a",37950.0,50.0,7596.18,0.22,"B+",1030.0,50.0,233.04074,50.0,"36.2 m","(5/2+)",-2.1,0.008,1.03,5.627084
" ",139,94,233,"Pu ","  -a",40050.0,50.0,7583.8,0.22,"B+",2100.0,70.0,233.043,50.0,"20.9 m","",-3.12,1.078,2.1,6.414084
" ",138,95,233,"Am ","  -a",43170.0,100.0,7567.0,0.0,"B+",3120.0,110.0,233.04635,110.0,"3.2 m","",-4.12,2.098,3.12,6.965084
" ",137,96,233,"Cm ","  -a",47290.0,70.0,7546.0,0.3,"B+",4120.0,120.0,233.05077,80.0,"None","None",0.0,3.098,4.12,7.465084
"0",146,88,234,"Ra ","  +a",47230.0,490.0,7575.0,2.0,"B-",2130.0,630.0,234.0507,530.0,"30 s","0+",2.13,0.0,0.0,0.0
" ",145,89,234,"Ac ","   x",45100.0,400.0,7581.0,2.0,"B-",4490.0,400.0,234.04842,430.0,"44 s","",4.486,-3.152,-2.13,3.075084
" ",144,90,234,"Th ","  +a",40614.0,3.0,7596.849,0.015,"B-",273.0,3.0,234.043601,4.0,"24.10 d","0+",0.273,-5.508,-4.486,3.671084
" ",143,91,234,"Pa ","  IT",40341.0,5.0,7594.673,0.02,"B-",2195.0,4.0,234.043308,5.0,"1.17 m","(0-)",2.1944000000000012,-1.295,-0.273,4.106084
" ",142,92,234,"U  ","    ",38146.6,1.8,7600.708,0.008,"  ","*","*",234.0409521,2.0,"2.457e+5 y","0+",-1.8094000000000015,-3.2164000000000015,-2.1944000000000012,4.857683999999998
" ",141,93,234,"Np ","   -",39956.0,9.0,7589.63,0.04,"B+",1810.0,8.0,234.042895,9.0,"4.4 d","(0+)",-0.394,0.7874000000000014,1.8094000000000015,5.356084
" ",140,94,234,"Pu ","  -a",40350.0,7.0,7584.607,0.03,"B+",393.0,11.0,234.043317,7.0,"8.8 h","",-4.18,-0.628,0.394,6.310084
" ",139,95,234,"Am ","  -a",44530.0,210.0,7563.0,1.0,"B+",4180.0,210.0,234.04781,220.0,"2.32 m","",-2.194,3.158,4.18,6.8650839999999995
" ",138,96,234,"Cm ","  -a",46724.0,18.0,7550.68,0.08,"B+",2190.0,210.0,234.05016,20.0,"None","None",0.0,1.172,2.194,7.3650839999999995
"0",146,89,235,"Ac ","  +a",47720.0,360.0,7572.0,2.0,"B-",3470.0,360.0,235.05123,380.0,"None","None",3.46,0.0,0.0,2.965084
" ",145,90,235,"Th ","+n2p",44260.0,50.0,7583.37,0.21,"B-",1920.0,70.0,235.04751,50.0,"7.1 m","(1/2+)",1.93,-4.482,-3.46,3.435084
" ",144,91,235,"Pa ","   +",42330.0,50.0,7588.24,0.21,"B-",1410.0,50.0,235.04544,50.0,"24.1 m","(3/2-)",1.4095,-2.952,-1.93,3.9850839999999996
" ",143,92,235,"U  ","    ",40920.5,1.8,7590.907,0.008,"  ","*","*",235.0439299,2.0,"703.8e+6 y","7/2-",-0.12419999999999709,-2.4315,-1.4095,4.678283999999997
" ",142,93,235,"Np ","    ",41044.7,2.0,7587.049,0.008,"B+",124.2,0.9,235.0440633,2.1,"396.2 d","5/2+",-1.1393000000000029,-0.8978000000000029,0.12419999999999709,5.194084
" ",141,94,235,"Pu ","  -a",42184.0,21.0,7578.87,0.09,"B+",1139.0,21.0,235.045286,22.0,"25. m","(5/2+)",-2.476,0.11730000000000292,1.1393000000000029,5.952084
" ",140,95,235,"Am ","  -a",44660.0,120.0,7565.0,1.0,"B+",2480.0,120.0,235.04795,130.0,"9.9 m","(5/2)",-3.25,1.454,2.476,6.605084
" ",139,96,235,"Cm ","  -a",47910.0,200.0,7548.0,1.0,"B+",3250.0,240.0,235.05143,220.0,"None","None",-4.79,2.228,3.25,7.2000839999999995
" ",138,97,235,"Bk ","   x",52700.0,400.0,7524.0,2.0,"B+",4790.0,450.0,235.05658,430.0,"None","None",0.0,3.768,4.79,7.835084
"0",147,89,236,"Ac ","  +a",51510.0,500.0,7558.0,2.0,"B-",5050.0,540.0,236.0553,540.0,"None","None",5.06,0.0,0.0,2.725084
" ",146,90,236,"Th ","   x",46450.0,200.0,7576.0,1.0,"B-",1110.0,280.0,236.04987,210.0,"37.5 m","0+",1.1,-6.082,-5.06,3.3750839999999998
" ",145,91,236,"Pa ","   +",45350.0,200.0,7577.5,0.8,"B-",2900.0,200.0,236.04868,210.0,"9.1 m","1(-)",2.903699999999997,-2.122,-1.1,3.7750839999999997
" ",144,92,236,"U  ","    ",42446.3,1.8,7586.477,0.008,"B-",-930.0,50.0,236.045568,2.0,"2.3416e7 y","0+",-0.9336999999999971,-3.9256999999999973,-2.903699999999997,4.573084
" ",143,93,236,"Np ","  IT",43380.0,50.0,7579.21,0.21,"B-",480.0,50.0,236.04657,50.0,"154e+3 y","(6-)",0.4773000000000029,-0.0883000000000029,0.9336999999999971,5.007084
" ",142,94,236,"Pu ","  -a",42902.7,2.2,7577.913,0.009,"  ","*","*",236.046058,2.4,"2.851 y","0+",-3.277300000000003,-1.499300000000003,-0.4773000000000029,5.867084
" ",141,95,236,"Am ","   -",46180.0,100.0,7561.0,0.0,"B+",3280.0,100.0,236.04958,110.0,"None","None",-1.71,2.2553000000000027,3.277300000000003,6.395084
" ",140,96,236,"Cm ","  -a",47890.0,200.0,7550.0,1.0,"B+",1710.0,220.0,236.05141,220.0,"None","None",-5.51,0.688,1.71,7.0990839999999995
" ",139,97,236,"Bk ","   x",53400.0,400.0,7523.0,2.0,"B+",5510.0,450.0,236.05733,430.0,"None","None",0.0,4.488,5.51,7.5750839999999995
"0",147,90,237,"Th ","  +a",50200.0,360.0,7562.0,2.0,"B-",2560.0,370.0,237.05389,390.0,"5.0 m","(5/2+)",2.56,0.0,0.0,3.0050839999999996
" ",146,91,237,"Pa ","   +",47640.0,100.0,7569.9,0.4,"B-",2250.0,100.0,237.05115,110.0,"8.7 m","(1/2+)",2.2480999999999987,-3.582,-2.56,3.715084
" ",145,92,237,"U  ","    ",45391.9,1.9,7576.094,0.008,"B-",518.6,0.5,237.0487302,2.0,"6.75 d","1/2+",0.5185999999999985,-3.2700999999999985,-2.2480999999999987,4.233784000000004
" ",144,93,237,"Np ","    ",44873.3,1.8,7574.982,0.008,"  ","*","*",237.0481734,2.0,"2.144e+6 y","5/2+",-0.22,-1.5405999999999986,-0.5185999999999985,4.958284000000004
" ",143,94,237,"Pu ","    ",45093.3,2.2,7570.752,0.009,"B+",220.0,1.3,237.04840969999998,2.4,"45.2 d","7/2-",-1.476699999999997,-0.802,0.22,5.748384000000002
" ",142,95,237,"Am ","  -a",46570.0,60.0,7561.0,0.0,"B+",1480.0,60.0,237.05,60.0,"73.0 m","5/2(-)",-2.71,0.4546999999999971,1.476699999999997,6.195084
" ",141,96,237,"Cm ","  -a",49280.0,210.0,7546.0,1.0,"B+",2710.0,220.0,237.0529,220.0,"None","None",-3.82,1.688,2.71,6.805084
" ",140,97,237,"Bk ","  -a",53100.0,220.0,7527.0,1.0,"B+",3820.0,310.0,237.057,240.0,"None","None",-4.72,2.798,3.82,7.505084
" ",139,98,237,"Cf ","   x",57820.0,500.0,7504.0,2.0,"B+",4720.0,550.0,237.06207,540.0,"2.1 s","",0.0,3.698,4.72,8.105084
"0",148,90,238,"Th ","  +a",52630.0,280.0,7554.0,1.0,"B-",1860.0,290.0,238.0565,300.0,"9.4 m","0+",1.86,0.0,0.0,2.975084
" ",147,91,238,"Pa ","   +",50770.0,60.0,7558.87,0.25,"B-",3460.0,60.0,238.0545,60.0,"2.3 m","(3-)",3.4610999999999987,-2.882,-1.86,3.245084
" ",146,92,238,"U  ","    ",47308.9,1.9,7570.12,0.008,"B-",-147.3,1.2,238.0507882,2.0,"4.468e+9 y","0+",-0.14740000000000145,-4.4830999999999985,-3.4610999999999987,4.269984000000001
" ",145,93,238,"Np ","  -n",47456.3,1.8,7566.214,0.008,"B-",1291.5,0.4,238.05094640000002,2.0,"2.117 d","2+",1.2916000000000059,-0.8745999999999985,0.14740000000000145,4.6903840000000026
" ",144,94,238,"Pu ","    ",46164.7,1.8,7568.354,0.008,"  ","*","*",238.04955990000002,2.0,"87.7 y","0+",-2.2553000000000027,-2.313600000000006,-1.2916000000000059,5.593183999999998
" ",143,95,238,"Am ","  -a",48420.0,50.0,7555.58,0.21,"B+",2260.0,50.0,238.05198,50.0,"98 m","1+",-0.98,1.233300000000003,2.2553000000000027,6.039084
" ",142,96,238,"Cm ","  -a",49400.0,40.0,7548.2,0.15,"B+",970.0,60.0,238.05303,40.0,"2.4 h","",-4.89,-0.042,0.98,6.625084
" ",141,97,238,"Bk ","  -a",54290.0,290.0,7524.0,1.0,"B+",4890.0,290.0,238.05828,310.0,"144 s","",-2.91,3.868,4.89,7.335084
" ",140,98,238,"Cf ","   x",57200.0,400.0,7509.0,2.0,"B+",2920.0,490.0,238.06141,430.0,"21 ms","0+",0.0,1.888,2.91,8.051084
"0",148,91,239,"Pa ","   x",53340.0,200.0,7550.0,1.0,"B-",2760.0,200.0,239.05726,210.0,"1.8 h","(3/2)",2.7660999999999984,0.0,0.0,3.195084
" ",147,92,239,"U  ","  -n",50573.9,1.9,7558.557,0.008,"B-",1261.5,1.6,239.0542933,2.1,"23.45 m","5/2+",1.2615,-3.7880999999999987,-2.7660999999999984,3.888984000000001
" ",146,93,239,"Np ","    ",49312.4,2.1,7560.561,0.009,"B-",722.5,1.0,239.052939,2.2,"2.356 d","5/2+",0.7225,-2.2835,-1.2615,4.557484000000001
" ",145,94,239,"Pu ","    ",48589.9,1.8,7560.311,0.008,"  ","*","*",239.0521634,2.0,"24110 y","1/2+",-0.8020999999999986,-1.7445,-0.7225,5.244484000000002
" ",144,95,239,"Am ","  -a",49392.0,2.4,7553.681,0.01,"B+",802.1,1.7,239.0530245,2.6,"11.9 h","(5/2)-",-1.798,-0.21990000000000146,0.8020999999999986,5.922384000000003
" ",143,96,239,"Cm ","   -",51190.0,100.0,7543.0,0.0,"B+",1800.0,100.0,239.05496,110.0,"2.9 h","(7/2-)",-3.1,0.776,1.798,6.581084
" ",142,97,239,"Bk ","  -a",54290.0,230.0,7527.0,1.0,"B+",3100.0,250.0,239.05828,250.0,"None","None",-3.86,2.078,3.1,7.205084
